0.024410394 0.037480136 0.079099422 0.186690576 0.189189189 0.32972973 0.335877863 0.557251908 0
0.052455035 0.117031747 0.12392907 0.160988245 0.210810811 0.475675676 0.221374046 0.534351145 0
0.00504957 0.031360607 0.053596334 0.186690576 0.027027027 0.108108108 0.633587786 0.79389313 0
0.005078915 0.017494041 0.053596334 0.155409444 0.091891892 0.091891892 0.702290076 0.763358779 0
0.006422006 0.027182353 0.053596334 0.053596334 0.043243243 0.12972973 0.557251908 0.778625954 0
0.003385943 0.016252528 0.004981072 0.074716079 0 0.075675676 0.65648855 0.885496183 0
0.005011196 0.030744366 0 0.163976888 0.027027027 0.281081081 0.389312977 1 0
0 0.014672421 0.035066746 0.035066746 0.005405405 0.097297297 0.595419847 0.72519084 0
0.01015783 0.036229594 0.02908946 0.203426977 0.054054054 0.189189189 0.519083969 0.847328244 0
0.005704186 0.035425997 0.08447898 0.183901176 0.037837838 0.178378378 0.580152672 0.961832061 0
0.055531729 0.102253232 0.124526798 0.30264993 0.27027027 0.416216216 0.351145038 0.503816794 1
0.115627709 0.278263598 0.160988245 0.637377964 0.356756757 0.540540541 0.213740458 0.442748092 1
0.064141054 0.134083357 0.163976888 0.399681211 0.275675676 0.524324324 0.20610687 0.534351145 1
0.023701604 0.038599754 0.124128312 0.155409444 0.189189189 0.232432432 0.526717557 0.541984733 1
0.087831371 0.221792834 0.204223949 0.443514644 0.324324324 0.540540541 0.099236641 0.541984733 1
0.044017264 0.072459188 0.124526798 0.238692967 0.232432432 0.308108108 0.503816794 0.65648855 1
0.075614887 0.109268907 0.163976888 0.303646145 0.243243243 0.324324324 0.480916031 0.58778626 1
0.023536821 0.071526925 0.121936641 0.183901176 0.216216216 0.221621622 0.549618321 0.603053435 1
0.107237341 0.162001589 0.198645148 0.395696354 0.291891892 0.32972973 0.450381679 0.458015267 2
0.241207834 0.34858287 0.358238693 0.637377964 0.443243243 0.540540541 0.114503817 0.473282443 2
0.120313854 0.410376336 0.238692967 0.682406854 0.410810811 0.540540541 0.213740458 0.396946565 2
0.198416281 0.586445392 0.362622036 0.881450488 0.421621622 0.486486486 0.236641221 0.358778626 2
0.094386557 0.145175708 0.204223949 0.395696354 0.335135135 0.378378378 0.381679389 0.404580153 2
0.117945951 0.840646219 0.204223949 0.889818689 0.389189189 0.540540541 0.13740458 0.442748092 2
0.251033841 0.851790487 0.443514644 0.958955967 0.324324324 0.486486486 0.251908397 0.34351145 2
0.051204493 0.104880725 0.12392907 0.303446902 0.227027027 0.378378378 0.435114504 0.671755725 2
0.549669532 1 0.988643156 0.988643156 0.8 0.843243243 0.061068702 0.083969466 3
0.504054103 0.845808654 0.520621638 0.89679219 0.783783784 0.8 0.045801527 0.099236641 3
0.424935893 0.447508849 0.399282726 0.439529787 0.594594595 0.648648649 0.13740458 0.198473282 3
0.893907108 0.916480064 1 1 1 1 0 0 3
0.311524848 0.321682678 0.447101016 0.447101016 0.702702703 0.756756757 0.091603053 0.13740458 3
0.261412886 0.554184123 0.363817494 0.999003786 0.443243243 0.540540541 0.167938931 0.442748092 3
0.29505562 0.517868752 0.480972305 0.523411038 0.702702703 0.837837838 0.022900763 0.099236641 3
